0.731947	0.340319	-1	-1	1
-0.098754	-0.665676	-1	-1	1
0.738799	0.371621	-1	-1	1
0.444427	-0.013163	-1	1	-1
-0.486259	0.061668	1	-1	-1
0.014118	-0.071518	-1	1	-1
-0.551282	0.092962	1	-1	-1
-0.410601	0.153531	1	-1	-1
-0.527521	-0.030339	1	-1	-1
-0.411793	-0.402057	-1	-1	1
0.526714	-0.113684	-1	1	-1
0.364285	0.085766	-1	1	-1
-0.252672	-0.356239	-1	-1	1
-0.145112	-0.341613	-1	-1	1
0.105109	0.35189	-1	1	-1
0.212033	-0.025163	-1	1	-1
0.045701	0.092511	-1	1	-1
0.609322	0.442646	-1	-1	1
0.22409	0.115332	-1	1	-1
-0.429454	-0.094601	1	-1	-1
-0.610354	-0.032312	1	-1	-1
-0.062816	-0.40619	-1	-1	1
-0.148561	-0.231836	-1	-1	1
-0.425305	-0.013487	1	-1	-1
0.800138	0.383343	-1	-1	1
-0.448795	-0.025176	1	-1	-1
-0.037401	-0.390673	-1	-1	1
0.115973	0.10888	-1	1	-1
0.323128	0.266913	-1	1	-1
0.830098	0.431805	-1	-1	1
-0.516384	-0.047939	1	-1	-1
0.548006	-0.026639	-1	1	-1
-0.347034	-0.022385	1	-1	-1
-0.3302	-0.311056	-1	-1	1
-0.486046	-0.043125	1	-1	-1
0.322199	0.093026	-1	1	-1
0.75229	0.264859	-1	-1	1
-0.553624	0.00947	1	-1	-1
-0.488192	-0.085935	1	-1	-1
-0.602842	-0.041733	1	-1	-1
-0.691019	-0.057531	1	-1	-1
0.68694	0.334027	-1	-1	1
-0.018964	0.009235	-1	1	-1
0.365773	-0.012891	-1	1	-1
-0.324347	-0.336806	-1	-1	1
-0.505421	-0.06353	1	-1	-1
-0.431895	0.083687	1	-1	-1
-0.27344	-0.061029	1	-1	-1
-0.473461	-0.047936	1	-1	-1
0.516725	-0.035529	-1	1	-1
-0.399909	-0.0908	1	-1	-1
0.729322	0.37066	-1	-1	1
-0.418381	-0.075225	1	-1	-1
-0.505933	-0.135407	1	-1	-1
0.026816	-0.01395	-1	1	-1
-0.303673	0.049434	1	-1	-1
0.006319	-0.09745	-1	1	-1
-0.210622	-0.396993	-1	-1	1
0.741522	0.509721	-1	-1	1
0.562248	0.355482	-1	1	-1
-0.457296	0.045808	1	-1	-1
-0.482564	0.025801	1	-1	-1
0.711786	0.341152	-1	-1	1
0.212618	0.06377	-1	1	-1
-0.523905	0.071528	1	-1	-1
0.105434	0.284353	-1	1	-1
-0.124108	-0.430279	-1	-1	1
0.823453	0.363864	-1	-1	1
0.225089	0.019071	-1	1	-1
0.696257	0.340532	-1	-1	1
-0.207923	-0.411045	-1	-1	1
0.464441	0.345808	-1	1	-1
0.200293	0.22759	-1	1	-1
-0.536158	-0.004322	1	-1	-1
0.422541	-0.25587	-1	1	-1
-0.105977	0.101376	-1	1	-1
-0.023533	-0.29582	-1	-1	1
-0.345726	-0.210642	-1	-1	1
0.103473	0.188388	-1	1	-1
0.624992	0.497501	-1	-1	1
-0.557996	-0.032653	1	-1	-1
-0.591237	-0.007941	1	-1	-1
0.655125	0.469449	-1	-1	1
-0.522377	0.138767	1	-1	-1
-0.029458	0.109509	-1	1	-1
0.121385	0.41349	-1	1	-1
0.130865	0.420042	-1	1	-1
-0.255956	-0.246663	-1	-1	1
-0.50158	0.006808	1	-1	-1
0.685484	0.401164	-1	-1	1
0.255031	0.151031	-1	1	-1
0.684197	0.471047	-1	-1	1
-0.240601	-0.408512	-1	-1	1
-0.182574	-0.369106	-1	-1	1
-0.508334	-0.065491	1	-1	-1
-0.502112	0.160386	1	-1	-1
0.2051	0.339247	-1	1	-1
0.735146	0.454354	-1	-1	1
0.700994	0.302859	-1	-1	1
-0.457542	-0.159599	1	-1	-1
0.028461	0.319606	-1	1	-1
0.602311	0.400833	-1	-1	1
0.649805	0.321577	-1	-1	1
-0.000033	-0.671965	-1	-1	1
0.527588	0.497558	-1	-1	1
-0.098415	0.048497	-1	1	-1
-0.229973	0.064435	1	-1	-1
0.164561	0.385108	-1	1	-1
0.776848	0.150879	-1	-1	1
-0.64127	0.028887	1	-1	-1
-0.572816	-0.055218	1	-1	-1
-0.304227	-0.399362	-1	-1	1
-0.200991	-0.470499	-1	-1	1
-0.542623	0.056204	1	-1	-1
0.118788	0.296462	-1	1	-1
-0.527979	0.064489	1	-1	-1
-0.496006	0.003657	1	-1	-1
-0.40337	0.04087	1	-1	-1
-0.433338	-0.076317	1	-1	-1
0.721347	0.325371	-1	-1	1
0.160009	0.145047	-1	1	-1
0.677605	0.405325	-1	-1	1
0.015738	-0.321119	-1	-1	1
-0.407547	-0.445182	-1	-1	1
-0.424539	-0.007094	1	-1	-1
-0.163008	-0.006953	-1	1	-1
-0.413106	-0.150512	1	-1	-1
0.717589	0.395525	-1	-1	1
-0.563292	0.054335	1	-1	-1
0.705455	0.359786	-1	-1	1
0.664065	0.460254	-1	-1	1
-0.254328	-0.4344	-1	-1	1
-0.097721	-0.637996	-1	-1	1
-0.600938	-0.058721	1	-1	-1
-0.478228	0.099139	1	-1	-1
-0.735654	-0.22739	1	-1	-1
-0.007969	-0.219513	-1	-1	1
-0.539903	-0.136428	1	-1	-1
0.073371	-0.106846	-1	1	-1
0.777013	0.258108	-1	-1	1
0.728652	0.473614	-1	-1	1
-0.609216	0.074764	1	-1	-1
0.262997	0.156962	-1	1	-1
0.173928	0.028238	-1	1	-1
0.317864	0.244758	-1	1	-1
-0.194272	-0.417196	-1	-1	1
-0.461782	0.155852	1	-1	-1
0.432774	0.151709	-1	1	-1
-0.095165	-0.41286	-1	-1	1
0.709999	0.286561	-1	-1	1
-0.103814	0.346115	-1	1	-1
-0.026648	0.251435	-1	1	-1
0.154456	-0.068832	-1	1	-1
0.291316	0.386484	-1	1	-1
0.119121	-0.087544	-1	1	-1
0.08714	0.115905	-1	1	-1
0.236979	-0.098971	-1	1	-1
0.769388	0.414236	-1	-1	1
0.768723	0.480025	-1	-1	1
-0.067328	-0.354778	-1	-1	1
-0.555062	0.219057	1	-1	-1
-0.431745	-0.012244	1	-1	-1
-0.538051	0.185065	1	-1	-1
0.584169	0.370096	-1	-1	1
0.204652	-0.170137	-1	1	-1
0.859415	0.450171	-1	-1	1
-0.643361	-0.057998	1	-1	-1
-0.064499	-0.002643	-1	1	-1
0.028265	-0.321062	-1	-1	1
-0.194044	-0.466061	-1	-1	1
-0.110891	-0.341223	-1	-1	1
-0.704223	0.084679	1	-1	-1
0.157798	0.180118	-1	1	-1
-0.546125	0.03337	1	-1	-1
-0.741478	-0.068127	1	-1	-1
0.023622	-0.230462	-1	-1	1
-0.473852	0.093345	1	-1	-1
-0.591034	0.003748	1	-1	-1
0.179673	-0.100385	-1	1	-1
-0.470325	-0.061963	1	-1	-1
0.688087	0.418187	-1	-1	1
0.103436	-0.50039	-1	-1	1
-0.584438	0.113301	1	-1	-1
-0.213168	-0.262466	-1	-1	1
0.255947	0.14292	-1	1	-1
-0.450914	-0.017821	1	-1	-1
0.694453	0.519307	-1	-1	1
0.574515	0.019605	-1	1	-1
-0.472944	-0.13989	1	-1	-1
-0.634273	-0.012189	1	-1	-1
-0.635829	-0.00596	1	-1	-1
-0.183283	-0.252647	-1	-1	1
0.398056	0.058558	-1	1	-1
0.070901	-0.064718	-1	1	-1
-0.084872	-0.305059	-1	-1	1
0.137177	0.07301	-1	1	-1
0.742936	0.375731	-1	-1	1
0.003476	-0.065088	-1	1	-1
-0.7075	-0.009636	1	-1	-1
0.344969	0.169693	-1	1	-1
-0.163375	0.146649	-1	1	-1
-0.606457	0.049148	1	-1	-1
0.121757	0.388062	-1	1	-1
-0.11262	-0.168143	-1	-1	1
-0.038665	0.11605	-1	1	-1
-0.073346	-0.466719	-1	-1	1
-0.598295	-0.115128	1	-1	-1
0.134222	-0.092489	-1	-1	1
0.234277	-0.01304	-1	1	-1
0.131155	0.461613	-1	1	-1
-0.29065	-0.055068	-1	-1	1
-0.485182	0.050887	1	-1	-1
0.181744	0.202352	-1	1	-1
0.221133	-0.025777	-1	1	-1
0.217158	0.297766	-1	1	-1
-0.494546	0.050206	1	-1	-1
0.356247	-0.118495	-1	1	-1
0.272708	0.319285	-1	1	-1
0.119321	0.060975	-1	1	-1
0.454202	0.141968	-1	1	-1
-0.023486	-0.444458	-1	-1	1
-0.529941	-0.114644	1	-1	-1
-0.441542	0.108432	1	-1	-1
-0.441157	0.010784	1	-1	-1
0.655604	0.382667	-1	-1	1
0.200194	0.47881	-1	1	-1
-0.026853	-0.371704	-1	-1	1
0.028199	0.00284	-1	1	-1
0.73751	0.519236	-1	-1	1
-0.475369	-0.113415	1	-1	-1
0.048476	0.104868	-1	1	-1
-0.394644	-0.235951	1	-1	-1
0.724127	0.407647	-1	-1	1
0.813332	0.42116	-1	-1	1
0.603314	0.397172	-1	-1	1
0.881883	0.357508	-1	-1	1
-0.440396	0.071544	1	-1	-1
0.329525	0.131409	-1	1	-1
0.072828	0.051099	-1	1	-1
0.218682	-0.019187	-1	1	-1
-0.115996	0.157665	-1	1	-1
-0.095594	-0.245862	-1	-1	1
0.809814	0.493192	-1	-1	1
0.136921	-0.321356	-1	-1	1
0.020517	0.220951	-1	1	-1
0.097758	-0.27888	-1	1	-1
-0.442962	-0.06605	1	-1	-1
-0.546393	0.013657	1	-1	-1
0.228675	0.209421	-1	1	-1
-0.446221	-0.035448	1	-1	-1
-0.161425	-0.327693	-1	-1	1
0.153973	0.196878	-1	1	-1
0.079483	0.224858	-1	1	-1
-0.621855	0.034849	1	-1	-1
0.133236	0.267952	-1	1	-1
0.244035	0.194597	-1	1	-1
-0.185046	-0.305854	-1	-1	1
-0.586118	0.021012	1	-1	-1
0.134911	-0.266583	-1	-1	1
0.257175	0.121532	-1	1	-1
0.608072	0.404148	-1	-1	1
0.148328	-0.19809	-1	-1	1
0.0467	-0.413167	-1	-1	1
-0.196292	-0.396323	-1	-1	1
-0.416399	-0.081074	1	-1	-1
0.291734	0.408831	-1	1	-1
0.52213	-0.247078	-1	1	-1
0.207959	0.285833	-1	1	-1
0.63999	0.40303	-1	-1	1
-0.525688	-0.05961	1	-1	-1
0.249349	0.342256	-1	1	-1
-0.251865	-0.262095	-1	-1	1
0.188532	0.215741	-1	1	-1
0.675082	0.336057	-1	-1	1
0.189684	0.4583	-1	1	-1
-0.592903	0.265032	1	-1	-1
-0.04325	-0.221308	-1	-1	1
0.744188	0.310186	-1	-1	1
-0.561462	0.038464	1	-1	-1
-0.665054	-0.038134	1	-1	-1
-0.573386	0.0867	1	-1	-1
0.113539	0.130731	-1	1	-1
0.19639	-0.040833	-1	1	-1
-0.209516	-0.455922	-1	-1	1
-0.595217	-0.087188	1	-1	-1
-0.02291	-0.055819	-1	1	-1
-0.129628	-0.414835	-1	-1	1
0.062808	-0.426591	-1	-1	1
0.094446	0.150753	-1	1	-1
0.12846	0.099206	-1	1	-1
0.749996	0.329414	-1	-1	1
-0.48565	-0.004292	1	-1	-1
-0.430059	-0.071275	1	-1	-1
-0.191644	-0.211914	-1	-1	1
0.155424	0.113676	-1	1	-1
-0.214461	-0.122119	-1	-1	1
-0.5846	0.154199	1	-1	-1
0.186546	0.223757	-1	1	-1
0.661791	0.449337	-1	-1	1
-0.160257	-0.529725	-1	-1	1
0.290637	-0.001608	-1	1	-1
0.218275	0.070234	-1	1	-1
-0.132966	0.187075	-1	1	-1
-0.133519	0.251476	-1	1	-1
-0.522522	-0.004415	1	-1	-1
0.3368	-0.074831	-1	1	-1
0.653017	0.520782	-1	-1	1
0.069385	-0.184743	-1	1	-1
0.704938	0.423262	-1	-1	1
-0.106961	-0.564055	-1	-1	1
-0.193058	-0.409547	-1	-1	1
-0.647956	0.025739	1	-1	-1
0.248148	0.258847	-1	1	-1
0.0523	-0.339419	-1	-1	1
-0.726165	-0.152761	1	-1	-1
-0.014084	-0.326831	-1	-1	1
0.745301	0.312202	-1	-1	1
-0.487031	0.082688	1	-1	-1
-0.226698	-0.588677	-1	-1	1
-0.006483	-0.014341	-1	-1	1
0.229246	-0.006003	-1	1	-1
0.591316	0.393167	-1	-1	1
-0.286876	-0.422297	-1	-1	1
0.76242	0.375577	-1	-1	1
0.089135	0.183525	-1	1	-1
-0.124155	-0.578394	-1	-1	1
-0.047466	-0.344054	-1	-1	1
-0.013578	-0.011642	-1	1	-1
0.083407	0.139508	-1	1	-1
0.634066	0.117513	-1	1	-1
-0.613453	0.1336	1	-1	-1
0.137032	0.169235	-1	1	-1
0.152964	-0.142528	-1	1	-1
-0.061211	-0.432055	-1	-1	1
-0.791394	-0.043618	1	-1	-1
-0.289885	-0.481748	-1	-1	1
-0.639081	0.052446	1	-1	-1
-0.497861	0.034407	1	-1	-1
0.283137	0.264764	-1	1	-1
-0.403055	-0.521551	-1	-1	1
0.39608	0.068215	-1	1	-1
-0.141506	-0.030464	-1	1	-1
-0.63346	-0.136934	1	-1	-1
-0.272472	-0.167865	1	-1	-1
0.643438	0.449237	-1	-1	1
0.401282	0.031159	-1	1	-1
0.361116	-0.070267	-1	1	-1
-0.566326	0.131965	1	-1	-1
-0.133528	-0.506333	-1	-1	1
-0.225104	-0.31114	-1	-1	1
0.161279	0.057651	-1	1	-1
0.251945	0.140683	-1	1	-1
0.344869	0.251209	-1	1	-1
0.325454	0.032194	-1	1	-1
0.091959	0.102484	-1	1	-1
-0.544513	0.040162	1	-1	-1
-0.553774	-0.033146	1	-1	-1
-0.51429	-0.071355	1	-1	-1
-0.448954	-0.060609	1	-1	-1
-0.530501	0.049459	1	-1	-1
0.13491	0.084306	-1	1	-1
-0.543591	-0.070195	1	-1	-1
0.077941	0.014958	-1	1	-1
0.680934	0.404904	-1	-1	1
-0.393546	-0.485348	-1	-1	1
0.103099	0.330993	-1	1	-1
0.265351	0.122077	-1	1	-1
-0.032394	0.011652	-1	1	-1
-0.437365	0.087921	1	-1	-1
-0.086563	0.078804	-1	1	-1
0.012142	0.263844	-1	1	-1
0.157268	0.196476	-1	1	-1
0.027566	0.199902	-1	1	-1
0.759011	0.376976	-1	-1	1
0.47294	0.237004	-1	1	-1
0.260425	0.283221	-1	1	-1
0.621588	0.418864	-1	-1	1
0.009277	0.000358	-1	1	-1
-0.337065	0.147672	1	-1	-1
0.628375	0.50258	-1	-1	1
-0.055294	-0.423936	-1	-1	1
-0.151073	-0.277266	-1	-1	1
0.320438	0.133032	-1	1	-1
-0.457282	0.078953	1	-1	-1
-0.619019	0.052514	1	-1	-1
-0.214156	-0.265659	-1	-1	1
0.273744	0.495279	-1	1	-1
0.171475	-0.075152	-1	1	-1
-0.394324	-0.151387	1	-1	-1
0.082983	0.214769	-1	1	-1
-0.465657	0.031871	1	-1	-1
0.617801	0.295074	-1	-1	1
0.058487	-0.021005	-1	1	-1
0.320262	0.005829	-1	1	-1
-0.094579	0.2384	-1	1	-1
0.103797	-0.018865	-1	1	-1
-0.100799	0.454386	-1	1	-1
0.674072	0.319754	-1	-1	1
-0.083021	-0.469404	-1	-1	1
0.312048	-0.064276	-1	1	-1
0.798428	0.373331	-1	-1	1
0.570504	0.469793	-1	-1	1
0.2054	-0.12003	-1	1	-1
0.302198	0.039308	-1	1	-1
-0.142627	-0.246444	-1	-1	1
0.717316	0.415997	-1	-1	1
0.458425	-0.181486	-1	1	-1
-0.000035	-0.043557	-1	1	-1
0.691084	0.406215	-1	-1	1
0.102529	0.111586	-1	1	-1
0.132915	-0.41618	-1	1	-1
-0.21108	-0.165858	-1	1	-1
-0.156023	0.066714	-1	1	-1
0.633652	0.403059	-1	-1	1
-0.480483	0.007979	1	-1	-1
-0.580454	0.175845	1	-1	-1
-0.498628	-0.085638	1	-1	-1
0.060125	-0.126888	-1	1	-1
-0.492238	-0.00004	1	-1	-1
-0.526841	0.093127	1	-1	-1
0.10177	0.130619	-1	1	-1
-0.496576	0.074073	1	-1	-1
0.091044	-0.204989	-1	1	-1
-0.319741	-0.263803	-1	-1	1
0.717722	0.447214	-1	-1	1
0.277277	0.213694	-1	1	-1
0.690385	0.332226	-1	-1	1
-0.237686	-0.403302	-1	-1	1
-0.632656	-0.172798	1	-1	-1
0.3325	-0.137646	-1	1	-1
0.010989	-0.220251	-1	-1	1
0.771813	0.424622	-1	-1	1
0.208961	0.153714	-1	1	-1
0.105988	-0.116661	-1	1	-1
0.142942	-0.553787	-1	-1	1
0.315238	0.044997	-1	1	-1
0.746038	0.51227	-1	-1	1
-0.39151	0.120014	1	-1	-1
-0.139342	-0.339189	-1	-1	1
-0.038081	0.361372	-1	1	-1
0.735896	0.499724	-1	-1	1
0.837976	0.439931	-1	-1	1
0.504961	0.109895	-1	1	-1
-0.344757	-0.466316	-1	-1	1
-0.44076	-0.079494	1	-1	-1
0.282401	0.144126	-1	1	-1
-0.426419	0.138845	1	-1	-1
0.581845	0.484068	-1	-1	1
-0.044406	-0.333619	-1	-1	1
0.021998	0.044671	-1	1	-1
-0.304515	-0.01831	1	-1	-1
0.74468	0.419236	-1	-1	1
-0.229435	0.126271	-1	1	-1
-0.53409	0.012529	1	-1	-1
-0.480907	-0.050075	1	-1	-1
0.857725	0.514133	-1	-1	1
0.331477	-0.214433	-1	1	-1
0.075011	-0.066215	-1	1	-1
-0.024095	0.355729	-1	1	-1
-0.533719	-0.086308	1	-1	-1
-0.351667	0.085537	1	-1	-1
0.714348	0.504888	-1	-1	1
0.084564	0.663022	-1	1	-1
-0.095183	-0.34584	-1	-1	1
-0.188496	-0.488738	-1	-1	1
-0.541367	-0.001935	1	-1	-1
-0.294515	-0.024229	1	-1	-1
0.675506	0.465236	-1	-1	1
-0.552487	-0.024152	1	-1	-1
0.107737	-0.045188	-1	1	-1
-0.084128	0.223995	-1	1	-1
-0.240768	-0.455795	-1	-1	1
-0.106188	0.048144	-1	1	-1
-0.008755	-0.141376	-1	-1	1
0.025496	0.0984	-1	1	-1
0.307914	-0.105308	-1	1	-1
0.035477	-0.033176	-1	1	-1
