%Udepth	Depth	Temperature	Salinity	Fluorescence	DO	Xmiss	sigma-t	
106	-106	17.6577	34.4352	9.61E-02	7.7415	62.6459	24.9241	
105	-105	17.655	34.4357	9.71E-02	7.7419	62.3603	24.9252	
104	-104	17.6555	34.4361	9.76E-02	7.7418	62.1469	24.9253	
103	-103	17.6604	34.435	9.77E-02	7.7411	62.2925	24.9233	
102	-102	17.6571	34.4354	9.81E-02	7.7416	62.7358	24.9244	
101	-101	17.6533	34.4364	9.77E-02	7.7421	62.9484	24.9261	
100	-100	17.6502	34.4368	9.81E-02	7.7425	62.5779	24.9272	
99	-99	17.6487	34.4371	1.00E-01	7.7427	62.1721	24.9278	
98	-98	17.6481	34.4375	9.89E-02	7.7428	61.9004	24.9282	
97	-97	17.6478	34.4375	9.72E-02	7.7429	61.897	24.9282	
96	-96	17.6467	34.4378	9.67E-02	7.743	62.0934	24.9287	
95	-95	17.6467	34.4379	9.54E-02	7.743	62.5056	24.9288	
94	-94	17.6517	34.437	9.52E-02	7.7423	62.9413	24.9269	
93	-93	17.6555	34.436	9.60E-02	7.7418	62.8046	24.9252	
92	-92	17.655	34.4361	9.65E-02	7.7418	62.2461	24.9254	
91	-91	17.6522	34.4363	9.64E-02	7.7423	62.0014	24.9263	
90	-90	17.6516	34.4367	9.60E-02	7.7423	62.0561	24.9267	
89	-89	17.6567	34.4355	9.57E-02	7.7416	62.3007	24.9245	
88	-88	17.6594	34.435	9.41E-02	7.7413	62.4355	24.9235	
87	-87	17.6601	34.4349	9.38E-02	7.7412	62.4468	24.9233	
86	-86	17.6601	34.435	9.31E-02	7.7411	62.6027	24.9233	
85	-85	17.6605	34.4352	9.31E-02	7.7411	62.6739	24.9234	
84	-84	17.6608	34.4347	9.45E-02	7.7411	62.7708	24.923	
83	-83	17.6501	34.4367	9.40E-02	7.7425	62.5544	24.9271	
82	-82	17.6474	34.4378	9.32E-02	7.7429	62.3911	24.9286	
81	-81	17.6718	34.4347	9.45E-02	7.7394	62.4519	24.9203	
80	-80	17.7138	34.4248	9.51E-02	7.7336	62.6786	24.9024	
79	-79	17.7235	34.4235	9.48E-02	7.7323	62.598	24.8992	
78	-78	17.7287	34.4224	9.52E-02	7.7315	62.6877	24.897	
77	-77	17.7281	34.4229	9.49E-02	7.7316	62.5906	24.8976	
76	-76	17.7323	34.422	9.37E-02	7.731	62.6646	24.8958	
75	-75	17.7215	34.4237	9.42E-02	7.7325	62.7355	24.8998	
74	-74	17.7177	34.4256	9.41E-02	7.733	62.964	24.9021	
73	-73	17.7342	34.4222	9.28E-02	7.7308	62.8116	24.8956	
72	-72	17.7393	34.4208	9.18E-02	7.73	62.6573	24.8932	
71	-71	17.7334	34.4219	9.11E-02	7.7309	62.4598	24.8955	
70	-70	17.7352	34.4214	9.15E-02	7.7306	62.6432	24.8948	
69	-69	17.7344	34.4221	9.23E-02	7.7307	62.8135	24.8954	
68	-68	17.7414	34.4207	9.22E-02	7.7297	62.765	24.8926	
67	-67	17.7431	34.4194	9.32E-02	7.7295	62.5907	24.8912	
66	-66	17.7086	34.4263	9.62E-02	7.7344	62.6982	24.9049	
65	-65	17.6719	34.4337	9.77E-02	7.7394	62.8122	24.9195	
64	-64	17.689	34.4314	9.66E-02	7.737	62.706	24.9136	
63	-63	17.6918	34.4288	9.65E-02	7.7367	62.5254	24.9109	
62	-62	17.6913	34.4292	9.64E-02	7.7368	62.4105	24.9113	
61	-61	17.675	34.4324	9.63E-02	7.7391	62.4627	24.9177	
60	-60	17.6925	34.43	9.58E-02	7.7366	62.5926	24.9117	
59	-59	17.7064	34.4263	9.59E-02	7.7347	62.8868	24.9055	
58	-58	17.711	34.4255	9.64E-02	7.734	62.8879	24.9038	
57	-57	17.7046	34.426	9.99E-02	7.7349	62.6197	24.9056	
56	-56	17.695	34.4281	1.01E-01	7.7363	62.315	24.9097	
55	-55	17.7057	34.4288	9.90E-02	7.7346	62.2562	24.9075	
54	-54	17.7516	34.4199	9.82E-02	7.7282	62.3331	24.8895	
53	-53	17.7651	34.4147	9.82E-02	7.7265	62.5498	24.8823	
52	-52	17.7674	34.4154	9.91E-02	7.7261	62.9678	24.8823	
51	-51	17.9008	34.3974	9.96E-02	7.7072	63.1103	24.8359	
50	-50	18.0186	34.3661	1.01E-01	7.6913	62.8669	24.7831	
