   1   3  42   0
   2   3   0   0
   3   0   0   0
   4   6   0   1
   5   3  43   0
   6   4   0   1
   7   1   0   0
   8   4  34   0
   9   4   0   0
  10   4  43   0
  11   5  36   0
  12   5   0   0
  13   0   0   0
  14   0  33   0
  15   4  35   0
  16   3  30   0
  17   4  32   0
  18   1  29   0
  19   3  37   0
  20   4  35   0
  21   1   0   0
  22   2  24   0
  23   0   0   0
  24   6   0   0
  25   6  45   0
  26   6   0   0
  27   5  44   0
  28   3  25   0
  29   1   0   0
  30   2  45   0
  31   0   0   0
  32   5   0   0
  33   4  24   0
  34   6  36   0
  35   6   0   1
  36   0   0   1
  37   6   0   1
  38   6   0   1
  39   1  42   0
  40   0  33   0
  41   4  35   0
  42   5   0   1
  43   2   0   0
  44   4   0   0
  45   1  41   0
  46   1   0   0
  47   0   0   0
  48   4   0   0
  49   0   0   0
  50   4  36   0
  51   6   0   1
  52   2   0   0
  53   5   0   0
  54   3  44   1
  55   5   0   0
  56   5  36   0
  57   0  30   0
  58   4   0   0
  59   0  39   0
  60   4   0   1
  61   0   0   0
  62   0  28   0
  63   5  27   0
  64   4   0   0
  65   1  37   0
  66   5   0   0
  67   4  46   0
  68   4   0   0
  69   0  18   0
  70   6  41   0
  71   4  44   0
  72   1  32   0
  73   3  26   0
  74   2   0   0
  75   2   0   0
  76   3   0   0
  77   3  33   0
  78   1   0   0
  79   0  15   0
  80   2  37   0
  81   1   0   0
  82   6  35   0
  83   2   0   1
  84   1  36   0
  85   2   0   1
  86   3  43   0
  87   0  33   0
  88   2  37   0
  89   1  32   0
  90   4  26   0
  91   1  33   0
  92   0   0   1
  93   2   0   0
  94   1  37   1
  95   3   0   0
  96   0  26   0
  97   4   0   1
  98   0   0   0
  99   6   0   1
 100   5  40   0
 101   5   0   0
 102   4  32   0
 103   1  35   0
 104   3  26   0
 105   2   0   1
 106   0  31   0
 107   3   0   0
 108   6  20   1
 109   1  36   0
 110   1  24   0
 111   5   0   0
 112   0  33   0
 113   1   0   0
 114   0  41   0
 115   3   0   0
 116   3   0   0
 117   5   0   0
 118   4  37   0
 119   3   0   0
 120   5   0   1
 121   4  32   0
 122   5   0   0
 123   5   0   0
 124   1   0   1
 125   4  33   1
 126   3  43   0
 127   0  26   0
 128   6  40   0
 129   4   0   0
 130   1  31   0
 131   5   0   1
 132   6   0   0
 133   6   0   1
 134   5   0   0
 135   1  36   0
 136   5  39   0
 137   4  32   0
 138   4   0   0
 139   1   0   0
 140   3   0   1
 141   4   0   0
 142   1  47   0
 143   2  45   0
 144   6   0   1
 145   5   0   0
 146   4   0   1
 147   3   0   0
 148   4   0   0
 149   6  26   0
 150   0   0   0
 151   4   0   1
 152   6   0   0
 153   1  35   0
 154   5  34   0
 155   0   0   0
 156   5   0   0
 157   5   0   1
 158   3   0   0
 159   5   0   0
 160   0   0   0
 161   3  26   0
 162   2  38   1
 163   2  35   0
 164   1   0   0
 165   6  42   0
 166   5  43   0
 167   1   0   1
 168   6   0   0
 169   0   0   0
 170   6  33   0
 171   3  39   0
 172   0   0   0
 173   6  41   0
 174   4   0   0
 175   6   0   0
 176   6   0   0
 177   6   0   1
 178   1  34   0
 179   3   0   0
 180   5   0   0
 181   3   0   0
 182   0   0   0
 183   4   0   0
 184   3   0   0
 185   5   0   1
 186   5   0   1
 187   2   0   0
 188   6  36   0
 189   2  27   0
 190   2  39   0
 191   2  37   0
 192   3   0   0
 193   1  44   0
 194   5  36   0
 195   3   0   1
 196   1   0   0
 197   3   0   1
 198   2  42   0
 199   0   0   0
 200   1   0   1
 201   2  23   0
 202   0  32   0
 203   3  46   0
 204   4  34   0
 205   2   0   0
 206   2   0   0
 207   1  43   0
 208   6  31   0
 209   5  26   0
 210   1  35   0
 211   3   0   0
 212   6   0   0
 213   2  46   0
 214   6  40   0
 215   0  32   0
 216   6  46   0
 217   4   0   0
 218   3   0   0
 219   1   0   0
 220   0   0   0
 221   3   0   0
 222   0   0   0
 223   5   0   0
 224   0  40   0
 225   5  45   0
 226   3  36   0
 227   0   0   0
 228   4   0   1
 229   0   0   1
 230   1  36   0
 231   5  46   1
 232   5   0   0
 233   0   0   0
 234   5  36   0
 235   1   0   0
 236   1  38   0
 237   1   0   0
 238   5  39   0
 239   4  45   0
 240   5   0   0
 241   6   0   1
 242   0   0   0
 243   1   0   0
 244   0  28   0
 245   2  46   0
 246   5  32   0
 247   0   0   0
 248   2   0   0
 249   0   0   0
 250   6   0   1
 251   0  27   0
 252   1  37   0
 253   2  42   0
 254   3  44   0
 255   1   0   0
 256   4  46   0
 257   6  24   0
 258   2  24   0
 259   1  40   1
 260   3  38   0
 261   6  45   0
 262   1   0   0
 263   0  34   0
 264   5  33   0
 265   1  35   0
 266   1   0   0
 267   6   0   0
 268   0  29   0
 269   6   0   0
 270   5  42   1
 271   2   0   0
 272   2   0   0
 273   3   0   0
 274   0   0   0
 275   0  33   0
 276   3   0   0
 277   0  25   0
 278   0   0   0
 279   4   0   0
 280   2   0   0
 281   4   0   0
 282   3  30   0
 283   5   0   0
 284   0  38   0
 285   0  43   0
 286   0   0   1
 287   1   0   1
 288   2  19   0
 289   4   0   0
 290   4  41   0
 291   2  25   0
 292   3  36   0
 293   0  47   0
 294   0   0   0
 295   4  42   0
 296   0  47   0
 297   3   0   0
 298   1   0   0
 299   6  43   0
 300   6   0   0
 301   6   0   0
 302   0   0   0
 303   0   0   1
 304   3  33   0
 305   5   0   0
 306   4   0   0
 307   1   0   1
 308   5   0   1
 309   6   0   1
 310   2   0   0
 311   6   0   1
 312   3  35   0
 313   3   0   0
 314   0  32   0
 315   4  31   0
 316   0  30   0
 317   0  44   1
 318   6   0   0
 319   0  18   0
 320   1  42   0
 321   1   0   0
 322   0  39   0
 323   0  27   0
 324   6  27   0
 325   1   0   0
 326   6  28   0
 327   0   0   0
 328   4   0   0
 329   0   0   0
 330   4  27   0
 331   6   0   0
 332   1   0   0
 333   6  45   0
 334   6  34   0
 335   5   0   1
 336   1   0   0
 337   1  24   0
 338   0  46   0
 339   6   0   1
 340   2   0   0
 341   2   0   0
 342   5  38   0
 343   2  32   0
 344   0   0   0
 345   1  35   0
 346   1  46   0
 347   3  31   0
 348   3  30   0
 349   5   0   0
 350   3   0   1
 351   4   0   0
 352   6  32   0
 353   0  28   0
 354   6  33   1
 355   1   0   0
 356   6  47   0
 357   4  32   0
 358   2   0   0
 359   6   0   0
 360   6  35   0
 361   3  18   0
 362   0   0   0
 363   6   0   1
 364   4   0   0
 365   6   0   0
 366   4   0   0
 367   1   0   0
 368   6   0   0
 369   4   0   0
 370   4  31   0
 371   4  44   0
 372   4   0   0
 373   5  26   0
 374   5   0   0
 375   4  41   0
 376   2   0   0
 377   5   0   0
 378   5   0   0
 379   4  24   0
 380   4  47   0
 381   1   0   0
 382   2  32   0
 383   5   0   0
 384   6   0   0
 385   4   0   0
 386   3  26   0
 387   5  33   0
 388   0  31   0
 389   2   0   0
 390   6   0   0
 391   2   0   0
 392   2  46   0
 393   3  32   0
 394   6   0   0
 395   1  44   0
 396   4  33   0
 397   5   0   0
 398   1   0   0
 399   1   0   0
 400   3  26   0
 401   5  32   0
 402   4  35   0
 403   4   0   0
 404   5   0   0
 405   2  28   0
 406   3  45   0
 407   5  46   0
 408   0  38   0
 409   3  47   0
 410   6   0   0
 411   3   0   0
 412   3   0   0
 413   0   0   0
 414   6   0   0
 415   5  35   0
 416   5  46   0
 417   1  34   0
 418   0  38   0
 419   5  31   0
 420   1   0   0
 421   4  38   0
 422   0  30   0
 423   0  47   0
 424   4  24   0
 425   1   0   0
 426   6  33   0
 427   1  29   0
 428   2   0   0
 429   2   0   0
 430   5  36   0
 431   6   0   0
 432   5  33   0
 433   4  37   0
 434   1   0   0
 435   4  36   0
 436   3   0   0
 437   6  34   0
 438   2  29   0
 439   3  26   0
 440   0  32   0
 441   4  33   0
 442   1   0   0
 443   0   0   0
 444   3  28   0
 445   5  34   0
 446   3  31   0
 447   2   0   1
 448   0  25   0
 449   2  35   0
 450   1  38   0
 451   6   0   0
 452   4  46   0
 453   2  32   0
 454   1  31   0
 455   6  29   0
 456   6   0   0
 457   0  26   0
 458   3   0   1
 459   2  38   0
 460   6  45   1
 461   1   0   1
 462   0   0   0
 463   3   0   0
 464   2  47   0
 465   3  46   0
 466   6  36   0
 467   6   0   1
 468   4   0   0
 469   6   0   0
 470   2  28   0
 471   5   0   1
 472   5   0   1
 473   1  42   0
 474   3   0   0
 475   3  28   0
 476   5  25   0
 477   6  41   0
 478   0  47   0
 479   3  47   0
 480   0  23   0
 481   1  28   0
 482   5  30   0
 483   6   0   0
 484   1   0   1
 485   0  30   0
 486   3  46   0
 487   1  45   0
 488   5   0   0
 489   5   0   1
 490   4   0   1
 491   5  38   1
 492   4   0   1
 493   0   0   0
 494   1   0   0
 495   5   0   1
 496   5  32   0
 497   2  27   0
 498   1  33   0
 499   5   0   0
 500   3  45   0
 501   0   0   0
 502   4  45   0
 503   3   0   0
 504   1   0   0
 505   5  29   0
 506   2   0   0
 507   2  25   0
 508   2  40   0
 509   1   0   0
 510   4   0   1
 511   3   0   0
 512   1   0   0
 513   6  34   0
 514   1   0   0
 515   3   0   0
 516   0   0   0
 517   1  42   0
 518   4  44   0
 519   6   0   1
 520   6  37   0
 521   0   0   0
 522   5  31   0
 523   4  34   0
 524   1   0   1
 525   0   0   1
 526   1   0   1
 527   5  47   0
 528   6  36   0
 529   1   0   0
 530   0  32   0
 531   2  35   1
 532   3  36   1
 533   5   0   0
 534   1  35   0
 535   5   0   0
 536   0  38   0
 537   0   0   0
 538   5   0   0
 539   4  41   0
 540   1   0   1
 541   4  36   1
 542   5  34   0
 543   6   0   0
 544   5   0   0
 545   6  34   0
 546   4   0   0
 547   0   0   0
 548   2   4   0
 549   6  28   0
 550   0   0   0
 551   0  47   0
 552   0  19   0
 553   5  40   0
 554   2  38   0
 555   2  39   0
 556   4   0   0
 557   1   0   0
 558   5   0   1
 559   4  32   0
 560   2   0   1
 561   4  39   0
 562   1  28   1
 563   4  39   0
 564   6   0   1
 565   5   0   0
 566   3  44   0
 567   2  44   1
 568   0   0   0
 569   6   0   0
 570   6   0   0
 571   1  47   0
 572   2   0   0
 573   0   0   0
 574   2  26   0
 575   1   0   1
 576   1   0   0
 577   4  38   0
 578   1   0   0
 579   1  43   0
 580   4   0   0
 581   5   0   0
 582   1   0   0
 583   4   0   0
 584   4  38   0
 585   2   0   0
 586   0  40   0
 587   1   0   0
 588   1  38   0
 589   5   0   0
 590   4  38   0
 591   1   0   0
 592   6   0   0
 593   1   0   0
 594   1  39   0
 595   1   0   1
 596   0   0   0
 597   0  47   0
 598   2   0   0
 599   2   0   0
 600   3   0   1
 601   4   0   1
 602   3   0   0
 603   2  44   0
 604   3  32   0
 605   4   0   0
 606   5  39   0
 607   6   0   1
 608   3  43   0
 609   1   0   0
 610   1   0   1
 611   4  45   0
 612   0  30   0
 613   4  43   0
 614   0  35   0
 615   5  47   1
 616   6  33   0
 617   1   0   0
 618   5   0   0
 619   5  43   0
 620   3  43   0
 621   6  40   0
 622   2  42   0
 623   6  25   0
 624   1  38   0
 625   2   0   1
 626   3  35   0
 627   1  18   0
 628   2  35   0
 629   2  34   0
 630   0  25   0
 631   5  25   0
 632   1  39   0
 633   1  46   0
 634   5   0   0
 635   2  41   0
 636   6   0   1
 637   0   0   0
 638   2  42   0
 639   1   0   1
 640   0  38   1
 641   0   0   0
 642   6  46   0
 643   5   0   0
 644   0  38   0
 645   3   0   1
 646   2  31   0
 647   4   0   0
 648   3  20   0
 649   5  41   0
 650   3   0   0
 651   0   0   0
 652   2  47   0
 653   4  44   0
 654   6  33   0
 655   4   0   1
 656   5   0   0
 657   3   0   0
 658   2  38   0
 659   3   0   0
 660   3   0   0
 661   0   0   0
 662   2  28   0
 663   3   0   0
 664   4   0   1
 665   0   0   0
 666   5   0   0
 667   4   0   0
 668   6  36   0
 669   0  40   0
 670   0  43   0
 671   3   0   0
 672   5   0   0
 673   4   0   0
 674   3   0   0
 675   5  27   0
 676   0  40   0
 677   0  43   0
 678   0  20   0
 679   3  37   0
 680   4  38   0
 681   2  36   0
 682   6   0   0
 683   2  46   0
 684   0   0   0
 685   5   0   0
 686   6   0   1
 687   2   0   0
 688   2   0   0
 689   3   0   0
 690   4  40   0
 691   1  32   0
 692   0   0   0
 693   1  45   0
 694   4  43   1
 695   2  45   0
 696   3   0   0
 697   6   0   0
 698   1   0   0
 699   1  34   0
 700   5   0   0
 701   1  37   0
 702   1   0   0
 703   3  39   0
 704   5  27   0
 705   2  45   0
 706   6  33   0
 707   5   0   0
 708   0   0   0
 709   5   0   0
 710   4  37   0
 711   6   0   1
 712   3  37   0
 713   0   0   1
 714   5  36   0
 715   3  43   0
 716   1   0   0
 717   6   0   0
 718   4  47   0
 719   5   0   1
 720   0  40   0
 721   0  29   0
 722   3  39   0
 723   2   0   0
 724   0  39   0
 725   0  24   0
 726   5   0   0
 727   4   0   1
 728   0  26   0
 729   6   0   1
 730   5   0   0
 731   3   0   1
 732   4   0   0
 733   3   0   0
 734   5   0   0
 735   1  44   0
 736   3   0   1
 737   2   0   0
 738   2   0   0
 739   6  45   0
 740   0  36   0
 741   6   0   0
 742   3  39   0
 743   3  36   0
 744   0   0   0
 745   6  40   0
 746   3  40   0
 747   2   0   0
 748   3  33   0
 749   2   0   0
 750   6  34   0
 751   4  36   0
 752   3   0   0
 753   5   0   0
 754   0  29   0
 755   0   0   0
 756   3  44   0
 757   4  34   0
 758   2  27   0
 759   0   0   0
 760   1  36   0
 761   0  31   0
 762   5  37   0
 763   4  34   0
 764   6  38   0
 765   3   0   0
 766   4   0   0
 767   6  45   0
 768   1   0   0
 769   2  38   1
 770   3   0   0
 771   1  33   0
 772   0   0   1
 773   2   0   0
 774   2  32   1
 775   4  33   0
 776   6  34   0
 777   3   0   1
 778   3   0   0
 779   6   0   0
 780   6   0   0
 781   3  24   0
 782   0   0   0
 783   1   0   0
 784   6   0   1
 785   1  34   0
 786   4  25   0
 787   5   0   1
 788   4   0   0
 789   3  44   0
 790   3  29   0
 791   3  36   0
 792   3   9   0
 793   3   0   0
 794   3  25   0
 795   1   0   0
 796   2  38   0
 797   5  39   0
 798   3   0   1
 799   1  26   0
 800   3  35   0
 801   5   0   0
 802   6   0   0
 803   2  32   0
 804   5  45   0
 805   0   0   0
 806   3   0   0
 807   4  31   0
 808   1  38   0
 809   2   0   0
 810   4   0   0
 811   3   0   0
 812   3   0   0
 813   1   0   1
 814   6   0   0
 815   0  34   0
 816   0  35   0
 817   5   0   0
 818   3  29   0
 819   6  36   0
 820   6   0   0
 821   3   0   0
 822   4  17   0
 823   0   0   0
 824   4  32   0
 825   3   0   0
 826   0   0   0
 827   2  32   0
 828   0  38   0
 829   5   0   0
