 830   0   0   0
 831   4   0   0
 832   1   0   0
 833   0   0   0
 834   4  35   0
 835   6  43   1
 836   1   0   0
 837   6   0   0
 838   0   0   0
 839   6  32   0
 840   0   0   0
 841   2  26   0
 842   3  44   0
 843   4  34   1
 844   1  28   0
 845   6  27   0
 846   3  25   0
 847   4  35   1
 848   3   0   0
 849   0  36   0
 850   5   0   0
 851   0   0   0
 852   1  43   0
 853   4   0   1
 854   3   0   1
 855   2  38   1
 856   0   0   0
 857   2   0   0
 858   6   0   0
 859   4  44   0
 860   3  42   0
 861   6   0   1
 862   1   0   1
 863   6  25   0
 864   5  46   0
 865   5  30   0
 866   1  47   0
 867   5  32   0
 868   1   0   0
 869   6  31   1
 870   2  43   0
 871   2   0   1
 872   6  45   0
 873   4   0   1
 874   3  38   0
 875   0   0   0
 876   1  26   0
 877   0   0   0
 878   4  25   0
 879   3  44   0
 880   4  16   0
 881   6  35   0
 882   2   0   1
 883   0  44   0
 884   1  32   0
 885   3  29   0
 886   3   0   0
 887   5  36   0
 888   4   0   0
 889   4  37   0
 890   4  34   0
 891   3   0   1
 892   1   0   0
 893   5  28   0
 894   3  28   0
 895   1  47   1
 896   5   0   0
 897   4  26   0
 898   1   0   0
 899   6   0   0
 900   1  39   0
 901   3  43   0
 902   4  44   0
 903   1   0   0
 904   0   0   1
 905   6  30   0
 906   1   0   0
 907   4  28   0
 908   1  29   0
 909   5   0   0
 910   1  39   0
 911   0  43   0
 912   1  44   0
 913   5  41   0
 914   5   0   0
 915   5  43   0
 916   1   0   0
 917   1   0   1
 918   6   0   0
 919   1  33   0
 920   4  40   0
 921   2  42   0
 922   5   0   0
 923   3  32   0
 924   0   0   0
 925   3  46   0
 926   2   0   0
 927   6  25   0
 928   6  39   0
 929   1  30   0
 930   0   0   1
 931   3  36   0
 932   3  35   0
 933   3   0   0
 934   0  46   0
 935   2   0   0
 936   4  39   0
 937   3  38   0
 938   0   0   0
 939   1   0   0
 940   6  39   0
 941   3   0   0
 942   2   0   0
 943   1  25   0
 944   0  39   0
 945   6   0   1
 946   4   0   0
 947   2  32   0
 948   3  33   0
 949   5   0   0
 950   1   0   1
 951   5   0   0
 952   1   0   1
 953   6  44   0
 954   3   0   0
 955   5   0   0
 956   0  43   0
 957   3   0   0
 958   4  46   0
 959   4   0   0
 960   5  46   0
 961   5   0   0
 962   5  45   0
 963   3  45   0
 964   2   0   0
 965   3   0   0
 966   5   0   0
 967   6  32   0
 968   2   0   0
 969   2  29   0
 970   0   0   0
 971   0  32   0
 972   6   0   0
 973   0   0   0
 974   6  39   0
 975   4  33   0
 976   0  27   0
 977   3   0   0
 978   4  45   0
 979   1  45   0
 980   2  38   0
 981   4  39   0
 982   5   0   1
 983   3  29   1
 984   3  40   0
 985   5   0   0
 986   4  38   0
 987   5   0   0
 988   1  27   0
 989   4   0   0
 990   6   0   0
 991   4  38   0
 992   6   0   0
 993   3   0   0
 994   0   0   0
 995   2   0   0
 996   2  36   0
 997   4   0   0
 998   0   0   0
 999   0  37   0
1000   1  39   0
