AREA,id,SL,ML,HH1,HH2,HL1,HD1,HD2,HL2,BD2,BD5,BD6,BL1,BL4,PFL1,PFL2,AFL,PH,DFL,CL1,CL2
2,b2,-0.4465,0.0347,-0.9317,-0.5566,-0.4226,-0.1126,-0.4161,-0.4750,0.4096,0.7573,0.8404,0.3720,0.6735,0.0118,-0.4532,0.8362,0.1481,-0.2337,0.1137,0.2731
2,b3,-0.3205,0.1167,-0.9080,-0.5219,-0.3678,-0.0980,-0.3875,-0.4955,0.4437,0.7015,0.7527,0.3148,0.5891,0.0743,-0.4460,0.6986,0.2192,-0.2238,0.0680,0.1665
2,b4,-0.5424,0.0155,-0.9412,-0.5615,-0.4793,-0.1304,-0.4792,-0.5409,0.4497,0.7640,0.8642,0.3837,0.6644,0.0879,-0.4164,0.8222,0.1875,-0.1445,0.1443,0.2687
2,b5,-0.3795,0.0983,-0.8388,-0.5276,-0.3624,-0.1118,-0.3588,-0.5349,0.4106,0.7285,0.8196,0.3117,0.6504,0.0685,-0.4098,0.7183,0.1651,-0.2601,0.0665,0.1357
2,b6,-0.4614,-0.0243,-0.9190,-0.5165,-0.3641,-0.1292,-0.3560,-0.5064,0.4746,0.7711,0.7651,0.3658,0.6349,0.0698,-0.4700,0.6787,0.2214,-0.2002,0.0993,0.2206
2,b7,-0.4843,0.0340,-0.9346,-0.5180,-0.3643,-0.0945,-0.3877,-0.4745,0.4635,0.7587,0.7708,0.3757,0.6811,0.0962,-0.4789,0.7219,0.1052,-0.1724,0.0611,0.1866
2,b8,-0.4074,0.0623,-0.9494,-0.5570,-0.4037,-0.1101,-0.4187,-0.4767,0.4080,0.7415,0.7902,0.3482,0.6600,0.0707,-0.3974,0.7319,0.1655,-0.3342,0.1855,0.2946
2,b9,-0.4562,-0.0134,-0.8840,-0.5236,-0.4475,-0.1295,-0.3806,-0.4974,0.4811,0.7548,0.7966,0.4107,0.6380,0.0254,-0.4589,0.7626,0.1493,-0.2234,0.1243,0.2361
2,b10,-0.3850,0.0798,-1.0031,-0.5511,-0.4207,-0.1239,-0.4299,-0.4700,0.4497,0.7999,0.8191,0.3983,0.6719,-0.0312,-0.4375,0.7304,0.2442,-0.2412,0.1126,0.1839
2,b11,-0.4330,0.0422,-1.0012,-0.5580,-0.3976,-0.1233,-0.4260,-0.4788,0.4290,0.7174,0.8269,0.3977,0.6123,0.0321,-0.4650,0.7301,0.2217,-0.1359,0.1714,0.2312
2,b12,-0.3791,0.0562,-0.9263,-0.5536,-0.3851,-0.1407,-0.3843,-0.5188,0.4629,0.7554,0.7205,0.3887,0.6179,0.0286,-0.4606,0.7201,0.1663,-0.1188,0.1142,0.1925
2,b13,-0.4659,-0.0044,-0.8772,-0.5336,-0.4322,-0.1181,-0.3832,-0.4888,0.4690,0.7304,0.7769,0.3969,0.6263,0.0460,-0.4422,0.6998,0.1647,-0.2146,0.1725,0.2323
2,b14,-0.3590,0.1003,-0.9765,-0.5524,-0.3719,-0.1129,-0.4098,-0.4782,0.4197,0.7283,0.8353,0.3703,0.6369,0.0220,-0.4036,0.7310,0.1972,-0.1130,0.0500,0.0663
2,b15,-0.4675,0.0374,-0.9581,-0.5397,-0.4168,-0.0866,-0.4445,-0.4617,0.4396,0.7231,0.8692,0.3565,0.6640,0.0621,-0.4165,0.8364,0.1701,-0.1808,0.0844,0.1365
2,b16,-0.5401,0.0220,-0.9114,-0.5469,-0.4284,-0.0928,-0.4505,-0.5006,0.4876,0.7308,0.8248,0.4078,0.5835,0.1159,-0.4767,0.7544,0.2277,-0.1825,0.1599,0.1957
2,b17,-0.4670,-0.0222,-0.9647,-0.5280,-0.3886,-0.1180,-0.3894,-0.4719,0.4541,0.7530,0.8144,0.3928,0.6563,0.0557,-0.3956,0.7401,0.1596,-0.2420,0.1303,0.1974
2,b18,-0.5428,-0.0124,-0.8339,-0.5677,-0.4368,-0.1308,-0.4030,-0.5495,0.4528,0.7577,0.7896,0.3747,0.6505,0.1146,-0.3916,0.7298,0.1582,-0.1249,0.1164,0.2147
2,b19,-0.4647,0.0402,-0.9750,-0.5623,-0.4227,-0.1514,-0.4266,-0.5273,0.4379,0.7675,0.8289,0.4003,0.6251,0.0503,-0.4472,0.7643,0.2467,-0.2185,0.1507,0.2976
2,b20,-0.4894,0.0474,-0.9349,-0.5646,-0.4412,-0.1120,-0.4388,-0.4823,0.4344,0.7434,0.8139,0.3738,0.6492,0.0320,-0.4289,0.7672,0.1542,-0.2247,0.2045,0.3011
2,b21,-0.3833,0.0753,-0.9835,-0.6196,-0.4092,-0.1018,-0.4664,-0.4526,0.4351,0.7467,0.8647,0.3786,0.6341,0.0331,-0.4905,0.8287,0.2314,-0.2439,0.1297,0.2378
2,b22,-0.4554,0.0260,-0.8432,-0.5716,-0.4189,-0.0981,-0.3835,-0.4588,0.4324,0.7419,0.8249,0.3436,0.6642,0.0857,-0.4532,0.7131,0.1943,-0.2869,0.1376,0.1974
2,b23,-0.5097,-0.0627,-0.9532,-0.5460,-0.4939,-0.1285,-0.4138,-0.4304,0.4566,0.7647,0.8160,0.4084,0.6833,0.1027,-0.4196,0.8031,0.1208,-0.1412,0.1242,0.1812
2,b24,-0.4506,0.0530,-0.8719,-0.6140,-0.4698,-0.1295,-0.4240,-0.4795,0.4276,0.7721,0.7815,0.3734,0.6047,0.0503,-0.4377,0.7413,0.2502,-0.1873,0.1447,0.2738
2,b25,-0.4879,0.0687,-0.9184,-0.5899,-0.3334,-0.1082,-0.4150,-0.5197,0.4219,0.7505,0.8512,0.3965,0.6481,-0.0698,-0.5034,0.8062,0.1888,-0.2125,0.2146,0.2482
2,b26,-0.3756,0.0126,-1.0339,-0.5944,-0.4099,-0.1245,-0.4219,-0.4187,0.3976,0.7923,0.8429,0.3102,0.7307,-0.0042,-0.4223,0.8064,0.1471,-0.2081,0.1724,0.2325
2,b27,-0.4899,-0.0043,-0.9846,-0.5404,-0.4065,-0.0977,-0.4292,-0.4520,0.4177,0.7584,0.8393,0.3854,0.6252,0.0653,-0.4216,0.8074,0.2149,-0.1854,0.1118,0.1884
2,b28,-0.4498,0.0519,-0.9083,-0.6033,-0.4774,-0.1040,-0.4765,-0.4792,0.4195,0.7801,0.8738,0.3498,0.7039,0.0090,-0.4773,0.8361,0.1951,-0.2100,0.1780,0.2385
2,b29,-0.3496,0.1081,-0.8942,-0.5657,-0.4023,-0.1081,-0.3983,-0.4777,0.4090,0.7388,0.8059,0.3573,0.6461,0.0185,-0.4347,0.7707,0.1404,-0.2156,0.0640,0.1849
2,b30,-0.5158,-0.0278,-0.9612,-0.5656,-0.4761,-0.0987,-0.4524,-0.4286,0.4750,0.7286,0.9009,0.4098,0.6012,0.0331,-0.4614,0.8697,0.2230,-0.1330,0.0941,0.1982
2,b31,-0.4211,0.0878,-0.8604,-0.5936,-0.4148,-0.1166,-0.4119,-0.5082,0.4313,0.7753,0.8064,0.3716,0.6505,0.0339,-0.4960,0.7454,0.1905,-0.2387,0.1463,0.2315
2,b32,-0.3897,0.0530,-0.8957,-0.5294,-0.3316,-0.0774,-0.3641,-0.4561,0.3773,0.7664,0.7738,0.3070,0.6568,0.0413,-0.4179,0.7486,0.1222,-0.2120,0.0523,0.1586
2,b33,-0.4852,0.0375,-0.8968,-0.5554,-0.4490,-0.0983,-0.4272,-0.4694,0.4500,0.7750,0.7986,0.4266,0.6357,-0.0650,-0.4727,0.7438,0.1992,-0.1792,0.1759,0.2421
2,b34,-0.3849,0.0559,-0.8961,-0.5821,-0.4107,-0.1356,-0.4147,-0.5338,0.4374,0.7379,0.7841,0.3781,0.5649,0.0261,-0.4695,0.7537,0.2555,-0.2085,0.1630,0.2933
2,b35,-0.5072,0.0135,-0.8833,-0.5233,-0.4873,-0.0715,-0.4737,-0.4855,0.4569,0.8147,0.8101,0.3880,0.7139,0.0093,-0.4770,0.7880,0.1590,-0.2613,0.1377,0.2761
2,b36,-0.5276,-0.0308,-0.8601,-0.5063,-0.3839,-0.1338,-0.3346,-0.5190,0.4396,0.8104,0.8060,0.4040,0.6641,-0.0419,-0.4816,0.7555,0.2083,-0.2304,0.1118,0.2343
2,b37,-0.4743,0.0246,-0.8315,-0.5779,-0.4567,-0.1248,-0.3992,-0.5074,0.4428,0.7738,0.7893,0.3938,0.6643,0.0802,-0.4242,0.7631,0.1351,-0.1691,0.0850,0.1846
2,b38,-0.5069,-0.0370,-0.9310,-0.5516,-0.3746,-0.1353,-0.3519,-0.4638,0.4359,0.7591,0.7913,0.3725,0.6065,0.0816,-0.4240,0.8047,0.1969,-0.2205,0.1301,0.2082
2,b39,-0.5470,0.0223,-0.8724,-0.5371,-0.4208,-0.0802,-0.4237,-0.4840,0.4707,0.7229,0.8172,0.3812,0.5829,0.0355,-0.3979,0.6799,0.2746,-0.1765,0.1267,0.1960
2,b40,-0.5033,0.0240,-0.9885,-0.5679,-0.4624,-0.1041,-0.5082,-0.4973,0.4631,0.7555,0.8746,0.4018,0.6400,-0.0885,-0.3586,0.7897,0.2442,-0.2052,0.2298,0.2892
2,b41,-0.4425,0.0283,-0.8042,-0.5912,-0.4644,-0.1372,-0.3902,-0.5232,0.4707,0.7138,0.7848,0.3904,0.5878,0.0020,-0.4199,0.7862,0.0906,-0.1643,0.1739,0.2889
2,b42,-0.5124,0.0548,-0.8727,-0.5938,-0.4205,-0.0724,-0.4608,-0.4724,0.4230,0.8043,0.8272,0.3638,0.7270,0.0284,-0.4342,0.7425,0.1977,-0.2157,0.1043,0.1879
2,b43,-0.3471,0.1002,-0.8830,-0.5749,-0.3573,-0.1054,-0.3724,-0.4741,0.4055,0.6681,0.8033,0.3443,0.5434,0.0048,-0.4709,0.7097,0.1723,-0.2207,0.2213,0.2343
2,b44,-0.6150,-0.0096,-0.8225,-0.5397,-0.4669,-0.1080,-0.4329,-0.5603,0.4674,0.7559,0.9015,0.3723,0.6842,0.0451,-0.4683,0.8209,0.2048,-0.1925,0.1712,0.2133
2,b45,-0.3897,0.0720,-0.9420,-0.5456,-0.4148,-0.0829,-0.4431,-0.4616,0.4166,0.7034,0.8327,0.3585,0.6004,0.0042,-0.4310,0.7499,0.1433,-0.1191,0.1383,0.2001
2,b46,-0.5010,-0.0072,-0.9094,-0.5704,-0.4666,-0.1548,-0.4325,-0.5512,0.4428,0.7986,0.8308,0.3830,0.6708,0.0535,-0.4796,0.8331,0.1851,-0.1432,0.1988,0.2387
2,b47,-0.4863,0.0096,-0.9467,-0.5900,-0.4586,-0.1302,-0.4594,-0.5036,0.4871,0.7882,0.8220,0.4316,0.6922,0.0202,-0.3807,0.7627,0.1697,-0.1855,0.1477,0.1870
2,b48,-0.4187,0.0892,-0.9621,-0.5910,-0.4110,-0.1376,-0.4371,-0.5127,0.4141,0.8108,0.7881,0.3501,0.6768,0.0170,-0.4032,0.7417,0.2127,-0.1586,0.1031,0.2385
2,b49,-0.4422,0.0722,-0.9524,-0.5947,-0.4343,-0.1169,-0.4539,-0.4826,0.4454,0.8069,0.8261,0.3918,0.7115,0.0396,-0.4398,0.7344,0.2215,-0.2475,0.1116,0.2067
2,b50,-0.5435,-0.0510,-0.8244,-0.5359,-0.4559,-0.1479,-0.3609,-0.5340,0.4655,0.7564,0.8514,0.4151,0.6160,0.0416,-0.4759,0.8269,0.1865,-0.2279,0.1800,0.2154
2,b51,-0.4775,0.0545,-0.9085,-0.5786,-0.4440,-0.1222,-0.4519,-0.5266,0.4117,0.7412,0.8483,0.3857,0.5754,0.0332,-0.3958,0.8865,0.1509,-0.1236,0.1279,0.2428
2,b52,-0.4949,0.0378,-0.8641,-0.5914,-0.4694,-0.1288,-0.4244,-0.5048,0.4219,0.8031,0.8610,0.3775,0.7179,0.0522,-0.4755,0.8202,0.2056,-0.1794,0.1035,0.1556
2,b53,-0.4195,0.0513,-0.9408,-0.5648,-0.4483,-0.1113,-0.4435,-0.4773,0.4814,0.7670,0.7765,0.4474,0.6142,0.0116,-0.3606,0.7170,0.2355,-0.2248,0.0935,0.1540
2,b54,-0.5819,-0.0551,-0.9679,-0.5322,-0.4902,-0.0908,-0.4705,-0.4477,0.4526,0.7422,0.8639,0.3951,0.6304,0.0321,-0.4052,0.7538,0.2801,-0.2098,0.2316,0.2737
2,b55,-0.3603,0.1097,-0.9274,-0.6105,-0.3738,-0.1299,-0.4208,-0.5165,0.4573,0.7211,0.8244,0.3624,0.6068,0.0291,-0.3741,0.7898,0.1546,-0.2638,0.1170,0.2161
2,b56,-0.4263,0.0388,-0.9258,-0.5162,-0.4812,-0.1147,-0.4290,-0.4874,0.4308,0.7960,0.8393,0.3747,0.7493,0.1052,-0.3627,0.7600,0.0955,-0.1989,0.0325,0.0797
2,b57,-0.5151,0.0250,-0.9082,-0.5277,-0.4391,-0.0761,-0.4487,-0.4749,0.4270,0.7524,0.7839,0.3913,0.6509,0.0671,-0.4048,0.7589,0.1292,-0.2005,0.1404,0.2415
2,b58,-0.4906,-0.0355,-0.8999,-0.5614,-0.4733,-0.1602,-0.3994,-0.5184,0.3577,0.8253,0.8918,0.3088,0.7520,0.0402,-0.4231,0.8549,0.1789,-0.2445,0.1920,0.2666
2,b59,-0.3381,0.0955,-0.8912,-0.4983,-0.3515,-0.0806,-0.3468,-0.4488,0.3897,0.7008,0.7250,0.3676,0.5824,0.0883,-0.4298,0.6900,0.1016,-0.2325,0.0646,0.1510
2,b60,-0.5138,-0.0322,-0.9120,-0.5235,-0.4562,-0.1215,-0.4117,-0.5001,0.4310,0.7137,0.8373,0.4030,0.5814,0.0754,-0.4013,0.8061,0.2122,-0.1766,0.1399,0.2425
2,b61,-0.4594,0.0186,-0.8789,-0.5321,-0.4447,-0.0957,-0.3974,-0.4581,0.4165,0.7513,0.7564,0.3561,0.6016,0.0567,-0.3970,0.7107,0.1757,-0.2184,0.1887,0.2195
2,b62,-0.3761,0.0426,-0.9552,-0.5868,-0.3673,-0.1335,-0.4046,-0.5055,0.3816,0.7713,0.8000,0.2944,0.6654,0.0566,-0.4616,0.7630,0.1396,-0.1369,0.1493,0.2842
2,b63,-0.3731,0.0680,-0.9099,-0.5998,-0.4297,-0.1316,-0.4176,-0.4913,0.4003,0.7787,0.8292,0.3343,0.6643,0.0169,-0.4633,0.7808,0.1830,-0.1380,0.1151,0.2065
2,b64,-0.4827,0.0523,-0.9664,-0.6020,-0.4853,-0.1406,-0.5063,-0.5405,0.4234,0.8213,0.8511,0.3887,0.6921,0.0536,-0.3810,0.9124,0.1774,-0.1656,0.1019,0.2438
2,b65,-0.4787,0.0426,-0.9107,-0.5320,-0.4645,-0.0886,-0.4587,-0.4879,0.4687,0.7917,0.7951,0.4014,0.6817,0.0530,-0.4329,0.7723,0.1731,-0.1871,0.0392,0.1945
2,b66,-0.5154,0.0066,-0.9455,-0.5758,-0.4978,-0.0991,-0.4758,-0.4475,0.4186,0.7884,0.8112,0.3877,0.6967,0.0551,-0.4049,0.6867,0.2525,-0.2141,0.1846,0.2824
2,b67,-0.4516,0.0437,-0.8950,-0.5791,-0.4113,-0.1202,-0.4105,-0.5010,0.4382,0.7356,0.8337,0.3927,0.6590,0.1000,-0.3826,0.7739,0.1609,-0.1545,0.0395,0.1053
2,b68,-0.4727,0.0091,-0.8627,-0.5224,-0.4435,-0.0864,-0.3954,-0.4584,0.3862,0.7422,0.7206,0.4028,0.5853,-0.0105,-0.5052,0.6752,0.2121,-0.1493,0.2151,0.3277
2,b69,-0.5234,-0.0260,-0.9678,-0.5315,-0.4372,-0.1253,-0.4350,-0.5064,0.4338,0.8175,0.8463,0.3578,0.7236,0.0430,-0.4187,0.8236,0.1601,-0.1894,0.1376,0.2268
2,b70,-0.3593,0.0977,-0.8988,-0.5665,-0.3959,-0.0921,-0.3980,-0.4489,0.3995,0.7762,0.7754,0.3538,0.6482,0.0222,-0.4580,0.6832,0.2266,-0.2739,0.1280,0.1728
2,b71,-0.4766,0.0570,-0.8407,-0.5562,-0.4153,-0.1113,-0.4194,-0.5539,0.4782,0.7451,0.7645,0.4227,0.6274,0.1151,-0.4022,0.6879,0.1661,-0.2404,0.1064,0.1930
2,b72,-0.4454,0.0496,-0.8512,-0.5814,-0.5199,-0.1365,-0.4591,-0.5535,0.4677,0.7170,0.8330,0.4002,0.5956,0.1229,-0.3740,0.7753,0.1970,-0.1879,0.1240,0.2177
2,b73,-0.4914,0.0365,-0.9187,-0.5869,-0.4660,-0.1012,-0.4523,-0.4555,0.4576,0.7688,0.6861,0.4320,0.5928,0.0452,-0.4145,0.6107,0.2868,-0.1972,0.1980,0.3205
2,b74,-0.5455,-0.0642,-0.8570,-0.5024,-0.4053,-0.1247,-0.3420,-0.5029,0.4196,0.7673,0.8162,0.4096,0.6595,0.0211,-0.4337,0.7703,0.1629,-0.2206,0.1591,0.1853
2,b75,-0.3766,0.1180,-0.8838,-0.5578,-0.3959,-0.0858,-0.4219,-0.4866,0.4251,0.7605,0.7686,0.3564,0.6652,0.0645,-0.4637,0.7103,0.1470,-0.2445,0.1409,0.1387
2,b76,-0.3952,0.0790,-0.9683,-0.5350,-0.3614,-0.1127,-0.4069,-0.5001,0.4528,0.8202,0.8090,0.3318,0.7161,0.0374,-0.5499,0.7140,0.2199,-0.2987,0.1521,0.2030
2,b77,-0.3793,0.0498,-0.8318,-0.5618,-0.4148,-0.1666,-0.3305,-0.5196,0.4215,0.7312,0.7974,0.3559,0.5818,0.0022,-0.4658,0.7365,0.2206,-0.2083,0.1508,0.2318
2,b78,-0.3800,0.0904,-0.8671,-0.5635,-0.4429,-0.0797,-0.4263,-0.4530,0.4328,0.7210,0.8036,0.3657,0.6349,-0.0185,-0.4854,0.7352,0.1524,-0.2070,0.1608,0.2190
2,b79,-0.4523,-0.0022,-0.9301,-0.5376,-0.5514,-0.1124,-0.4603,-0.4517,0.4443,0.8019,0.8050,0.3986,0.7021,0.1053,-0.4125,0.7415,0.1950,-0.1987,0.1103,0.1741
2,b80,-0.4478,-0.0032,-0.9156,-0.5307,-0.3886,-0.1341,-0.3821,-0.5268,0.4318,0.7631,0.7817,0.3098,0.6376,0.0458,-0.4347,0.7025,0.2279,-0.1885,0.1455,0.3009
2,b81,-0.4893,0.0066,-0.9416,-0.5308,-0.4862,-0.1207,-0.4722,-0.5311,0.4383,0.7941,0.7978,0.3779,0.6858,0.0958,-0.3586,0.8141,0.1469,-0.1720,0.1255,0.2079
2,b82,-0.4983,-0.0465,-0.9710,-0.5358,-0.4262,-0.1354,-0.3996,-0.4763,0.4800,0.7997,0.7986,0.4155,0.6960,0.0678,-0.4356,0.8012,0.1291,-0.1675,0.0927,0.1714
2,b83,-0.4664,0.0287,-0.9136,-0.5933,-0.4948,-0.1305,-0.4748,-0.5194,0.4430,0.7267,0.8101,0.4314,0.6064,0.0720,-0.3548,0.7942,0.1775,-0.2154,0.1810,0.2909
2,b84,-0.4221,0.0339,-0.8989,-0.5267,-0.4365,-0.0990,-0.4082,-0.4749,0.4525,0.7634,0.7989,0.3821,0.6931,0.0933,-0.4420,0.7451,0.0838,-0.1973,0.0809,0.1298
2,b85,-0.5133,-0.0063,-0.9554,-0.5335,-0.4468,-0.0740,-0.4477,-0.4262,0.4171,0.7352,0.8431,0.3550,0.6387,0.0810,-0.4113,0.7992,0.1802,-0.2086,0.1622,0.2138
2,b86,-0.4322,0.0288,-0.9330,-0.5490,-0.4247,-0.1278,-0.4324,-0.5301,0.4658,0.8040,0.8150,0.3841,0.6847,0.0479,-0.4213,0.6878,0.2319,-0.1832,0.0634,0.1931
2,b87,-0.4486,0.0444,-0.8642,-0.5404,-0.4419,-0.1117,-0.4098,-0.5151,0.4489,0.7411,0.8126,0.4029,0.6074,0.1004,-0.4485,0.7278,0.2210,-0.2128,0.0729,0.1882
2,b88,-0.4850,0.0371,-0.8265,-0.5137,-0.3824,-0.0744,-0.3754,-0.4909,0.4433,0.7171,0.7354,0.3831,0.6125,0.0568,-0.4680,0.6794,0.1255,-0.1824,0.1375,0.2106
2,b89,-0.5078,0.0266,-0.9385,-0.5790,-0.4766,-0.1263,-0.4896,-0.5359,0.4673,0.7431,0.7825,0.4198,0.6104,0.1162,-0.3686,0.6710,0.2551,-0.2371,0.2432,0.3026
2,b90,-0.4905,0.0129,-0.8595,-0.5483,-0.4804,-0.0904,-0.4424,-0.4863,0.4416,0.7676,0.8675,0.3920,0.6812,0.0378,-0.4386,0.8162,0.1717,-0.1591,0.0835,0.1189
2,b91,-0.3680,0.0385,-0.9354,-0.5955,-0.3861,-0.1360,-0.3865,-0.4739,0.4326,0.7014,0.8171,0.3503,0.5537,-0.0046,-0.4546,0.7525,0.2411,-0.1283,0.1237,0.2689
2,b92,-0.5384,0.0077,-0.9119,-0.5420,-0.4427,-0.0773,-0.4428,-0.4536,0.4227,0.8117,0.8188,0.3891,0.7302,0.0712,-0.4483,0.7238,0.1790,-0.1660,0.0698,0.1712
2,b93,-0.4554,0.0295,-1.0035,-0.6065,-0.4318,-0.1099,-0.4765,-0.4585,0.4395,0.7570,0.8663,0.3687,0.6662,0.0154,-0.4305,0.7974,0.1871,-0.1559,0.1902,0.2349
2,b94,-0.5068,0.0374,-0.8306,-0.5599,-0.5180,-0.1330,-0.4468,-0.5663,0.4274,0.8487,0.8545,0.3619,0.7733,-0.0011,-0.3655,0.7322,0.2490,-0.2142,0.1063,0.1624
2,b95,-0.5157,-0.0506,-0.9680,-0.5503,-0.4764,-0.1561,-0.4328,-0.5149,0.4635,0.8214,0.8500,0.3666,0.7325,0.0724,-0.3827,0.7551,0.2137,-0.1679,0.1127,0.2174
2,b96,-0.4329,0.0089,-0.9738,-0.5545,-0.4524,-0.1247,-0.4331,-0.4681,0.4544,0.8246,0.7955,0.3611,0.6845,0.0189,-0.4371,0.7482,0.2177,-0.2105,0.1257,0.2421
2,b97,-0.6186,-0.0457,-0.9040,-0.5138,-0.4437,-0.0483,-0.4519,-0.4349,0.4012,0.7784,0.8248,0.3158,0.6704,0.0594,-0.4032,0.8001,0.1505,-0.1381,0.1641,0.2371
2,b98,-0.4585,0.0485,-0.9058,-0.5746,-0.4400,-0.1041,-0.4480,-0.4941,0.4515,0.7698,0.7864,0.3600,0.6466,0.0357,-0.3847,0.6922,0.2377,-0.2150,0.1322,0.2516
2,b99,-0.4507,0.0460,-0.9563,-0.5605,-0.4462,-0.0979,-0.4418,-0.4436,0.4151,0.7920,0.8108,0.3703,0.6583,-0.0116,-0.4939,0.7542,0.2062,-0.1560,0.1316,0.2822
2,b100,-0.4878,0.0243,-0.9742,-0.5737,-0.4488,-0.0935,-0.4860,-0.4671,0.4538,0.7940,0.8419,0.3868,0.6745,0.0736,-0.3928,0.8577,0.1873,-0.2432,0.1273,0.1613
2,b101,-0.5990,-0.0561,-0.8701,-0.5078,-0.4748,-0.0759,-0.4358,-0.4782,0.4402,0.8175,0.7893,0.3776,0.7066,0.0398,-0.3968,0.7350,0.2270,-0.2254,0.1217,0.2413
2,b102,-0.4281,0.0346,-0.9258,-0.5636,-0.4781,-0.0794,-0.4827,-0.4559,0.4391,0.8189,0.8212,0.3866,0.7470,0.0504,-0.4323,0.8318,0.0450,-0.2524,0.1270,0.1880
2,b103,-0.5794,-0.0169,-0.8203,-0.5181,-0.3904,-0.0870,-0.3668,-0.4983,0.4506,0.7589,0.8084,0.3635,0.6505,0.0503,-0.4544,0.7333,0.1920,-0.1914,0.0833,0.2033
2,b104,-0.4759,0.0357,-0.8720,-0.5334,-0.4287,-0.0864,-0.4175,-0.4852,0.4540,0.7407,0.7628,0.3733,0.5986,0.0117,-0.4523,0.6829,0.2128,-0.1917,0.1650,0.2760
2,b105,-0.4232,0.0415,-0.9605,-0.5890,-0.4098,-0.1194,-0.4233,-0.4651,0.4195,0.7723,0.8209,0.3735,0.6923,0.0835,-0.4127,0.7906,0.1358,-0.2575,0.1524,0.1801
2,b106,-0.4694,-0.0254,-0.9161,-0.5469,-0.4711,-0.1259,-0.4203,-0.4866,0.4462,0.8097,0.7730,0.3750,0.7137,0.0435,-0.4031,0.7465,0.1768,-0.2778,0.1557,0.2872
2,b107,-0.4963,-0.0214,-1.0714,-0.5546,-0.3923,-0.0937,-0.4385,-0.4071,0.4459,0.7544,0.7740,0.4078,0.6366,0.0971,-0.4558,0.7547,0.1481,-0.1773,0.1960,0.2621
2,b108,-0.5716,-0.0242,-0.9511,-0.5713,-0.4730,-0.1057,-0.4908,-0.4959,0.4210,0.7981,0.8853,0.3754,0.7257,0.0507,-0.4241,0.8878,0.1309,-0.0660,0.1086,0.2142
2,b109,-0.3812,0.1041,-0.8950,-0.5800,-0.3713,-0.1056,-0.4095,-0.5026,0.4162,0.7001,0.8304,0.3682,0.6049,0.0286,-0.3861,0.7463,0.1808,-0.2255,0.1104,0.1668
2,b110,-0.4221,0.0585,-0.8915,-0.5297,-0.4564,-0.0874,-0.4063,-0.4371,0.3899,0.7803,0.8113,0.3107,0.6835,0.0380,-0.4795,0.7880,0.1647,-0.1095,0.0483,0.1462
2,b111,-0.5116,0.0110,-0.8484,-0.5653,-0.4910,-0.1183,-0.4297,-0.5103,0.4637,0.7889,0.7825,0.4118,0.6677,0.0537,-0.4074,0.7864,0.1590,-0.2136,0.1436,0.2057
2,b112,-0.5132,0.0111,-0.8148,-0.5179,-0.4232,-0.1214,-0.3674,-0.5476,0.4549,0.7841,0.7908,0.3772,0.6988,0.0843,-0.4582,0.7289,0.1433,-0.1923,0.0616,0.1798
2,b113,-0.4746,0.0874,-0.9070,-0.5702,-0.4617,-0.0816,-0.5041,-0.5042,0.4650,0.7424,0.7856,0.3864,0.6416,0.0257,-0.4421,0.7308,0.2031,-0.1493,0.1827,0.2342
2,b114,-0.5310,0.0442,-0.8431,-0.5622,-0.4730,-0.1022,-0.4495,-0.5269,0.4047,0.7874,0.7917,0.3835,0.6587,0.0668,-0.4429,0.7428,0.2364,-0.2031,0.1440,0.2811
2,b115,-0.4165,0.0654,-0.8815,-0.5431,-0.3979,-0.1192,-0.4038,-0.5391,0.4301,0.7652,0.7807,0.3173,0.6557,0.0654,-0.4391,0.7603,0.1334,-0.1219,0.0890,0.1856
2,b116,-0.4387,0.1149,-0.7570,-0.5309,-0.3864,-0.0456,-0.3776,-0.4761,0.4142,0.7626,0.7357,0.3150,0.6817,0.0284,-0.4791,0.6421,0.1862,-0.2235,0.0572,0.1391
2,b117,-0.4501,0.0456,-0.8553,-0.5503,-0.4076,-0.0786,-0.3930,-0.4519,0.3530,0.7308,0.8013,0.3186,0.6030,0.0170,-0.4447,0.7707,0.1891,-0.1606,0.1435,0.2361
2,b118,-0.4421,0.0442,-0.8798,-0.5347,-0.4521,-0.1288,-0.4266,-0.5575,0.4234,0.7785,0.8572,0.3454,0.6631,0.0637,-0.3672,0.8021,0.1876,-0.2639,0.1252,0.1789
2,b119,-0.4731,0.0291,-0.9249,-0.5865,-0.5240,-0.1312,-0.4804,-0.5029,0.4431,0.7629,0.8618,0.3626,0.6624,0.0850,-0.3656,0.8431,0.1702,-0.1238,0.1124,0.1946
2,b120,-0.4133,0.0260,-0.9218,-0.6077,-0.4809,-0.0982,-0.4795,-0.4559,0.4162,0.7903,0.8526,0.3403,0.7034,0.1015,-0.4099,0.8076,0.2185,-0.2415,0.0988,0.1825
2,b121,-0.5590,0.0782,-0.8120,-0.5904,-0.5300,-0.0748,-0.5390,-0.5435,0.4592,0.7750,0.8411,0.3961,0.6758,0.0871,-0.4029,0.8047,0.1941,-0.2182,0.1384,0.2365
2,b122,-0.4025,0.0341,-0.9140,-0.5719,-0.4202,-0.0969,-0.4135,-0.4445,0.4395,0.7096,0.8044,0.3495,0.5952,0.0340,-0.3736,0.7023,0.1966,-0.2128,0.1427,0.2225
